Time,Sample,Phase
5392, 0.336687, 0.4458
5393, 0.334003, 0.446254
5394, 0.331316, 0.446707
5395, 0.328626, 0.447161
5396, 0.325933, 0.447614
5397, 0.323238, 0.448068
5398, 0.32054, 0.448521
5399, 0.31784, 0.448975
5400, 0.315137, 0.449428
5401, 0.312432, 0.449882
5402, 0.309723, 0.450335
5403, 0.307013, 0.450789
5404, 0.3043, 0.451242
5405, 0.301584, 0.451696
5406, 0.298866, 0.452149
5407, 0.296146, 0.452603
5408, 0.293423, 0.453056
5409, 0.290698, 0.45351
5410, 0.28797, 0.453963
5411, 0.28524, 0.454417
5412, 0.282508, 0.45487
5413, 0.279774, 0.455324
5414, 0.277037, 0.455777
5415, 0.274298, 0.456231
5416, 0.271557, 0.456684
5417, 0.268813, 0.457138
5418, 0.266068, 0.457591
5419, 0.26332, 0.458045
5420, 0.26057, 0.458498
5421, 0.257818, 0.458952
5422, 0.255064, 0.459405
5423, 0.252307, 0.459859
5424, 0.249549, 0.460312
5425, 0.246789, 0.460766
5426, 0.244026, 0.461219
5427, 0.241262, 0.461673
5428, 0.238496, 0.462126
5429, 0.235728, 0.46258
5430, 0.232958, 0.463033
5431, 0.230186, 0.463487
5432, 0.227412, 0.46394
5433, 0.224636, 0.464394
5434, 0.221859, 0.464847
5435, 0.219079, 0.465301
5436, 0.216298, 0.465754
5437, 0.213515, 0.466208
5438, 0.210731, 0.466661
5439, 0.207944, 0.467115
5440, 0.205156, 0.467568
5441, 0.202367, 0.468022
5442, 0.199576, 0.468475
5443, 0.196783, 0.468929
5444, 0.193988, 0.469382
5445, 0.191192, 0.469836
5446, 0.188394, 0.470289
5447, 0.185595, 0.470743
5448, 0.182794, 0.471196
5449, 0.179992, 0.47165
5450, 0.177189, 0.472103
5451, 0.174384, 0.472557
5452, 0.171577, 0.47301
5453, 0.168769, 0.473464
5454, 0.16596, 0.473917
5455, 0.163149, 0.474371
5456, 0.160338, 0.474824
5457, 0.157524, 0.475278
5458, 0.15471, 0.475731
5459, 0.151894, 0.476185
5460, 0.149077, 0.476638
5461, 0.146259, 0.477092
5462, 0.143439, 0.477545
5463, 0.140619, 0.477999
5464, 0.137797, 0.478452
5465, 0.134974, 0.478906
5466, 0.132151, 0.479359
5467, 0.129326, 0.479813
5468, 0.1265, 0.480266
5469, 0.123672, 0.48072
5470, 0.120844, 0.481173
5471, 0.118015, 0.481627
5472, 0.115185, 0.48208
5473, 0.112354, 0.482534
5474, 0.109523, 0.482987
5475, 0.10669, 0.483441
5476, 0.103856, 0.483894
5477, 0.101022, 0.484348
5478, 0.0981865, 0.484801
5479, 0.0953505, 0.485255
5480, 0.0925136, 0.485708
5481, 0.089676, 0.486162
5482, 0.0868377, 0.486615
5483, 0.0839987, 0.487069
5484, 0.081159, 0.487522
5485, 0.0783186, 0.487976
5486, 0.0754776, 0.488429
5487, 0.072636, 0.488883
5488, 0.0697938, 0.489336
5489, 0.0669511, 0.48979
5490, 0.0641078, 0.490243
5491, 0.0612639, 0.490697
5492, 0.0584196, 0.49115
5493, 0.0555748, 0.491604
5494, 0.0527295, 0.492057
5495, 0.0498838, 0.492511
5496, 0.0470378, 0.492964
5497, 0.0441913, 0.493418
5498, 0.0413445, 0.493871
5499, 0.0384973, 0.494325
5500, 0.0356498, 0.494778
5501, 0.0328021, 0.495232
5502, 0.029954, 0.495685
5503, 0.0271057, 0.496139
5504, 0.0242573, 0.496592
5505, 0.0214086, 0.497046
5506, 0.0185597, 0.497499
5507, 0.0157107, 0.497953
5508, 0.0128615, 0.498406
5509, 0.0100123, 0.49886
5510, 0.00716295, 0.499313
5511, 0.00431356, 0.499767
5512, 0.00146413, 0.50022
5513, -0.0013853, 0.500674
5514, -0.00423491, 0.501128
5515, -0.00708449, 0.501581
5516, -0.00993401, 0.502035
5517, -0.0127834, 0.502488
5518, -0.0156328, 0.502942
5519, -0.018482, 0.503395
5520, -0.0213311, 0.503849
5521, -0.0241799, 0.504302
5522, -0.0270286, 0.504756
5523, -0.0298771, 0.505209
5524, -0.0327253, 0.505663
5525, -0.0355733, 0.506116
5526, -0.038421, 0.50657
5527, -0.0412683, 0.507023
5528, -0.0441153, 0.507477
5529, -0.046962, 0.507931
5530, -0.0498083, 0.508384
5531, -0.0526542, 0.508838
5532, -0.0554996, 0.509291
5533, -0.0583446, 0.509745
5534, -0.0611892, 0.510198
5535, -0.0640332, 0.510652
5536, -0.0668767, 0.511105
5537, -0.0697197, 0.511559
5538, -0.0725621, 0.512012
5539, -0.0754039, 0.512466
5540, -0.0782451, 0.512919
5541, -0.0810857, 0.513373
5542, -0.0839256, 0.513826
5543, -0.0867648, 0.51428
5544, -0.0896033, 0.514733
5545, -0.0924411, 0.515187
5546, -0.0952781, 0.515641
5547, -0.0981144, 0.516094
5548, -0.10095, 0.516548
5549, -0.103785, 0.517001
5550, -0.106618, 0.517455
5551, -0.109451, 0.517908
5552, -0.112283, 0.518362
5553, -0.115114, 0.518815
5554, -0.117945, 0.519269
5555, -0.120774, 0.519722
5556, -0.123602, 0.520176
5557, -0.126429, 0.520629
5558, -0.129256, 0.521083
5559, -0.132081, 0.521536
5560, -0.134905, 0.52199
5561, -0.137728, 0.522444
5562, -0.14055, 0.522897
5563, -0.143371, 0.523351
5564, -0.14619, 0.523804
5565, -0.149009, 0.524258
5566, -0.151826, 0.524711
5567, -0.154642, 0.525165
5568, -0.157457, 0.525618
5569, -0.16027, 0.526072
5570, -0.163082, 0.526525
5571, -0.165893, 0.526979
5572, -0.168702, 0.527432
5573, -0.171511, 0.527886
5574, -0.174317, 0.528339
5575, -0.177123, 0.528793
5576, -0.179926, 0.529247
5577, -0.182729, 0.5297
5578, -0.18553, 0.530154
5579, -0.188329, 0.530607
5580, -0.191127, 0.531061
5581, -0.193923, 0.531514
5582, -0.196718, 0.531968
5583, -0.199511, 0.532421
5584, -0.202303, 0.532875
5585, -0.205093, 0.533328
5586, -0.207881, 0.533782
5587, -0.210667, 0.534235
5588, -0.213452, 0.534689
5589, -0.216235, 0.535142
5590, -0.219016, 0.535596
5591, -0.221796, 0.536049
5592, -0.224574, 0.536503
5593, -0.22735, 0.536957
5594, -0.230124, 0.53741
5595, -0.232896, 0.537864
5596, -0.235666, 0.538317
5597, -0.238435, 0.538771
5598, -0.241201, 0.539224
5599, -0.243966, 0.539678
5600, -0.246728, 0.540131
5601, -0.249489, 0.540585
5602, -0.252247, 0.541038
5603, -0.255004, 0.541492
5604, -0.257758, 0.541945
5605, -0.26051, 0.542399
5606, -0.26326, 0.542852
5607, -0.266008, 0.543306
5608, -0.268754, 0.54376
5609, -0.271498, 0.544213
5610, -0.27424, 0.544667
5611, -0.276979, 0.54512
5612, -0.279716, 0.545574
5613, -0.282451, 0.546027
5614, -0.285183, 0.546481
5615, -0.287913, 0.546934
5616, -0.290641, 0.547388
5617, -0.293366, 0.547841
5618, -0.296089, 0.548295
5619, -0.29881, 0.548748
5620, -0.301528, 0.549202
5621, -0.304244, 0.549655
5622, -0.306957, 0.550109
5623, -0.309668, 0.550563
5624, -0.312376, 0.551016
5625, -0.315082, 0.55147
5626, -0.317785, 0.551923
5627, -0.320486, 0.552377
5628, -0.323184, 0.55283
5629, -0.325879, 0.553284
5630, -0.328572, 0.553737
5631, -0.331262, 0.554191
5632, -0.33395, 0.554644
5633, -0.336634, 0.555098
5634, -0.339316, 0.555551
5635, -0.341995, 0.556005
5636, -0.344672, 0.556458
5637, -0.347345, 0.556912
5638, -0.350016, 0.557365
5639, -0.352684, 0.557819
5640, -0.355349, 0.558273
5641, -0.358011, 0.558726
5642, -0.360671, 0.55918
5643, -0.363327, 0.559633
5644, -0.36598, 0.560087
5645, -0.368631, 0.56054
5646, -0.371278, 0.560994
5647, -0.373923, 0.561447
5648, -0.376564, 0.561901
5649, -0.379202, 0.562354
5650, -0.381838, 0.562808
5651, -0.38447, 0.563261
5652, -0.387099, 0.563715
5653, -0.389725, 0.564168
5654, -0.392347, 0.564622
5655, -0.394967, 0.565076
5656, -0.397583, 0.565529
5657, -0.400196, 0.565983
5658, -0.402806, 0.566436
5659, -0.405413, 0.56689
5660, -0.408016, 0.567343
5661, -0.410616, 0.567797
5662, -0.413213, 0.56825
5663, -0.415806, 0.568704
5664, -0.418396, 0.569157
5665, -0.420982, 0.569611
5666, -0.423566, 0.570064
5667, -0.426145, 0.570518
5668, -0.428721, 0.570971
5669, -0.431294, 0.571425
5670, -0.433863, 0.571878
5671, -0.436429, 0.572332
5672, -0.438991, 0.572786
5673, -0.44155, 0.573239
5674, -0.444105, 0.573693
5675, -0.446656, 0.574146
5676, -0.449204, 0.5746
5677, -0.451748, 0.575053
5678, -0.454288, 0.575507
5679, -0.456825, 0.57596
5680, -0.459358, 0.576414
5681, -0.461888, 0.576867
5682, -0.464413, 0.577321
5683, -0.466935, 0.577774
5684, -0.469453, 0.578228
5685, -0.471967, 0.578681
5686, -0.474477, 0.579135
5687, -0.476984, 0.579589
5688, -0.479487, 0.580042
5689, -0.481985, 0.580496
5690, -0.48448, 0.580949
5691, -0.486971, 0.581403
5692, -0.489458, 0.581856
5693, -0.491941, 0.58231
5694, -0.49442, 0.582763
5695, -0.496895, 0.583217
5696, -0.499366, 0.58367
5697, -0.501833, 0.584124
5698, -0.504295, 0.584577
5699, -0.506754, 0.585031
5700, -0.509209, 0.585484
5701, -0.511659, 0.585938
5702, -0.514105, 0.586392
5703, -0.516547, 0.586845
5704, -0.518985, 0.587299
5705, -0.521419, 0.587752
5706, -0.523848, 0.588206
5707, -0.526274, 0.588659
5708, -0.528695, 0.589113
5709, -0.531111, 0.589566
5710, -0.533524, 0.59002
5711, -0.535932, 0.590473
5712, -0.538335, 0.590927
5713, -0.540735, 0.59138
5714, -0.543129, 0.591834
5715, -0.54552, 0.592287
5716, -0.547906, 0.592741
5717, -0.550288, 0.593194
5718, -0.552665, 0.593648
5719, -0.555037, 0.594102
5720, -0.557405, 0.594555
5721, -0.559769, 0.595009
5722, -0.562128, 0.595462
5723, -0.564483, 0.595916
5724, -0.566833, 0.596369
5725, -0.569178, 0.596823
5726, -0.571519, 0.597276
5727, -0.573855, 0.59773
5728, -0.576186, 0.598183
5729, -0.578513, 0.598637
5730, -0.580835, 0.59909
5731, -0.583152, 0.599544
5732, -0.585465, 0.599997
5733, -0.587772, 0.600451
5734, -0.590075, 0.600905
5735, -0.592374, 0.601358
5736, -0.594667, 0.601812
5737, -0.596956, 0.602265
5738, -0.599239, 0.602719
5739, -0.601518, 0.603172
5740, -0.603792, 0.603626
5741, -0.606061, 0.604079
5742, -0.608326, 0.604533
5743, -0.610585, 0.604986
5744, -0.612839, 0.60544
5745, -0.615088, 0.605893
5746, -0.617333, 0.606347
5747, -0.619572, 0.6068
5748, -0.621806, 0.607254
5749, -0.624035, 0.607708
5750, -0.62626, 0.608161
5751, -0.628479, 0.608615
5752, -0.630693, 0.609068
5753, -0.632901, 0.609522
5754, -0.635105, 0.609975
5755, -0.637304, 0.610429
5756, -0.639497, 0.610882
5757, -0.641685, 0.611336
5758, -0.643868, 0.611789
5759, -0.646046, 0.612243
5760, -0.648218, 0.612696
5761, -0.650386, 0.61315
5762, -0.652548, 0.613603
5763, -0.654704, 0.614057
5764, -0.656856, 0.61451
5765, -0.659002, 0.614964
5766, -0.661142, 0.615418
5767, -0.663278, 0.615871
5768, -0.665407, 0.616325
5769, -0.667532, 0.616778
5770, -0.669651, 0.617232
5771, -0.671765, 0.617685
5772, -0.673873, 0.618139
5773, -0.675975, 0.618592
5774, -0.678073, 0.619046
5775, -0.680164, 0.619499
5776, -0.68225, 0.619953
5777, -0.684331, 0.620406
5778, -0.686406, 0.62086
5779, -0.688476, 0.621313
5780, -0.69054, 0.621767
5781, -0.692598, 0.622221
5782, -0.694651, 0.622674
5783, -0.696698, 0.623128
5784, -0.698739, 0.623581
5785, -0.700775, 0.624035
5786, -0.702805, 0.624488
5787, -0.704829, 0.624942
5788, -0.706848, 0.625395
5789, -0.708861, 0.625849
5790, -0.710868, 0.626302
5791, -0.712869, 0.626756
5792, -0.714865, 0.627209
5793, -0.716854, 0.627663
5794, -0.718838, 0.628116
5795, -0.720816, 0.62857
5796, -0.722789, 0.629023
5797, -0.724755, 0.629477
5798, -0.726715, 0.629931
5799, -0.72867, 0.630384
5800, -0.730619, 0.630838
5801, -0.732561, 0.631291
5802, -0.734498, 0.631745
5803, -0.736429, 0.632198
5804, -0.738354, 0.632652
5805, -0.740272, 0.633105
5806, -0.742185, 0.633559
5807, -0.744092, 0.634012
5808, -0.745993, 0.634466
5809, -0.747887, 0.634919
5810, -0.749776, 0.635373
5811, -0.751659, 0.635826
5812, -0.753535, 0.63628
5813, -0.755405, 0.636734
5814, -0.75727, 0.637187
5815, -0.759128, 0.637641
5816, -0.760979, 0.638094
5817, -0.762825, 0.638548
5818, -0.764665, 0.639001
5819, -0.766498, 0.639455
5820, -0.768325, 0.639908
5821, -0.770146, 0.640362
5822, -0.77196, 0.640815
5823, -0.773768, 0.641269
5824, -0.775571, 0.641722
5825, -0.777366, 0.642176
5826, -0.779156, 0.642629
5827, -0.780939, 0.643083
5828, -0.782715, 0.643537
5829, -0.784486, 0.64399
5830, -0.78625, 0.644444
5831, -0.788007, 0.644897
5832, -0.789759, 0.645351
5833, -0.791503, 0.645804
5834, -0.793242, 0.646258
5835, -0.794974, 0.646711
5836, -0.796699, 0.647165
5837, -0.798418, 0.647618
5838, -0.800131, 0.648072
5839, -0.801837, 0.648525
5840, -0.803536, 0.648979
5841, -0.805229, 0.649432
5842, -0.806916, 0.649886
5843, -0.808596, 0.650339
5844, -0.810269, 0.650793
5845, -0.811936, 0.651247
5846, -0.813596, 0.6517
5847, -0.815249, 0.652154
5848, -0.816896, 0.652607
5849, -0.818537, 0.653061
5850, -0.82017, 0.653514
5851, -0.821797, 0.653968
5852, -0.823418, 0.654421
5853, -0.825031, 0.654875
5854, -0.826638, 0.655328
5855, -0.828238, 0.655782
5856, -0.829832, 0.656235
5857, -0.831419, 0.656689
5858, -0.832999, 0.657142
5859, -0.834572, 0.657596
5860, -0.836138, 0.65805
5861, -0.837698, 0.658503
5862, -0.839251, 0.658957
5863, -0.840797, 0.65941
5864, -0.842336, 0.659864
5865, -0.843869, 0.660317
5866, -0.845394, 0.660771
5867, -0.846913, 0.661224
5868, -0.848425, 0.661678
5869, -0.849929, 0.662131
5870, -0.851427, 0.662585
5871, -0.852919, 0.663038
5872, -0.854403, 0.663492
5873, -0.85588, 0.663945
5874, -0.85735, 0.664399
5875, -0.858814, 0.664852
5876, -0.86027, 0.665306
5877, -0.861719, 0.66576
5878, -0.863162, 0.666213
5879, -0.864597, 0.666667
5880, -0.866025, 0.66712
5881, -0.867447, 0.667574
5882, -0.868861, 0.668027
5883, -0.870268, 0.668481
5884, -0.871668, 0.668934
5885, -0.873061, 0.669388
5886, -0.874447, 0.669841
5887, -0.875826, 0.670295
5888, -0.877198, 0.670748
5889, -0.878562, 0.671202
5890, -0.87992, 0.671655
5891, -0.88127, 0.672109
5892, -0.882613, 0.672563
5893, -0.883949, 0.673016
5894, -0.885278, 0.67347
5895, -0.8866, 0.673923
5896, -0.887914, 0.674377
5897, -0.889222, 0.67483
5898, -0.890522, 0.675284
5899, -0.891814, 0.675737
5900, -0.8931, 0.676191
5901, -0.894378, 0.676644
5902, -0.895649, 0.677098
5903, -0.896913, 0.677551
5904, -0.89817, 0.678005
5905, -0.899419, 0.678458
5906, -0.900661, 0.678912
5907, -0.901895, 0.679366
5908, -0.903122, 0.679819
5909, -0.904342, 0.680273
5910, -0.905555, 0.680726
5911, -0.90676, 0.68118
5912, -0.907958, 0.681633
5913, -0.909149, 0.682087
5914, -0.910332, 0.68254
5915, -0.911507, 0.682994
5916, -0.912676, 0.683447
5917, -0.913836, 0.683901
5918, -0.91499, 0.684354
5919, -0.916136, 0.684808
5920, -0.917275, 0.685261
5921, -0.918406, 0.685715
5922, -0.919529, 0.686168
5923, -0.920646, 0.686622
5924, -0.921754, 0.687076
5925, -0.922856, 0.687529
5926, -0.923949, 0.687983
5927, -0.925036, 0.688436
5928, -0.926114, 0.68889
5929, -0.927186, 0.689343
5930, -0.928249, 0.689797
5931, -0.929306, 0.69025
5932, -0.930354, 0.690704
5933, -0.931395, 0.691157
5934, -0.932429, 0.691611
5935, -0.933455, 0.692064
5936, -0.934473, 0.692518
5937, -0.935484, 0.692971
5938, -0.936487, 0.693425
5939, -0.937483, 0.693879
5940, -0.938471, 0.694332
5941, -0.939451, 0.694786
5942, -0.940424, 0.695239
5943, -0.941389, 0.695693
5944, -0.942346, 0.696146
5945, -0.943296, 0.6966
5946, -0.944238, 0.697053
5947, -0.945172, 0.697507
5948, -0.946099, 0.69796
5949, -0.947018, 0.698414
5950, -0.94793, 0.698867
5951, -0.948833, 0.699321
5952, -0.949729, 0.699774
5953, -0.950618, 0.700228
5954, -0.951498, 0.700682
5955, -0.952371, 0.701135
5956, -0.953236, 0.701589
5957, -0.954093, 0.702042
5958, -0.954943, 0.702496
5959, -0.955785, 0.702949
5960, -0.956619, 0.703403
5961, -0.957445, 0.703856
5962, -0.958264, 0.70431
5963, -0.959075, 0.704763
5964, -0.959878, 0.705217
5965, -0.960673, 0.70567
5966, -0.96146, 0.706124
5967, -0.96224, 0.706577
5968, -0.963012, 0.707031
5969, -0.963776, 0.707484
5970, -0.964532, 0.707938
5971, -0.96528, 0.708392
5972, -0.96602, 0.708845
5973, -0.966753, 0.709299
5974, -0.967478, 0.709752
5975, -0.968195, 0.710206
5976, -0.968904, 0.710659
5977, -0.969605, 0.711113
5978, -0.970298, 0.711566
5979, -0.970984, 0.71202
5980, -0.971661, 0.712473
5981, -0.972331, 0.712927
5982, -0.972993, 0.71338
5983, -0.973646, 0.713834
5984, -0.974292, 0.714287
5985, -0.97493, 0.714741
5986, -0.97556, 0.715195
5987, -0.976183, 0.715648
5988, -0.976797, 0.716102
5989, -0.977403, 0.716555
5990, -0.978002, 0.717009
5991, -0.978592, 0.717462
5992, -0.979175, 0.717916
5993, -0.979749, 0.718369
5994, -0.980316, 0.718823
5995, -0.980874, 0.719276
5996, -0.981425, 0.71973
5997, -0.981968, 0.720183
5998, -0.982503, 0.720637
5999, -0.983029, 0.72109
6000, -0.983548, 0.721544
6001, -0.984059, 0.721997
6002, -0.984562, 0.722451
6003, -0.985056, 0.722905
6004, -0.985543, 0.723358
6005, -0.986022, 0.723812
6006, -0.986493, 0.724265
6007, -0.986956, 0.724719
6008, -0.98741, 0.725172
6009, -0.987857, 0.725626
6010, -0.988296, 0.726079
6011, -0.988726, 0.726533
6012, -0.989149, 0.726986
6013, -0.989564, 0.72744
6014, -0.98997, 0.727893
6015, -0.990369, 0.728347
6016, -0.990759, 0.7288
6017, -0.991142, 0.729254
6018, -0.991516, 0.729708
6019, -0.991883, 0.730161
6020, -0.992241, 0.730615
6021, -0.992591, 0.731068
6022, -0.992934, 0.731522
6023, -0.993268, 0.731975
6024, -0.993594, 0.732429
6025, -0.993912, 0.732882
6026, -0.994222, 0.733336
6027, -0.994524, 0.733789
6028, -0.994817, 0.734243
6029, -0.995103, 0.734696
6030, -0.995381, 0.73515
6031, -0.99565, 0.735603
6032, -0.995912, 0.736057
6033, -0.996165, 0.736511
6034, -0.99641, 0.736964
6035, -0.996647, 0.737418
6036, -0.996877, 0.737871
6037, -0.997098, 0.738325
6038, -0.99731, 0.738778
6039, -0.997515, 0.739232
6040, -0.997712, 0.739685
6041, -0.997901, 0.740139
6042, -0.998081, 0.740592
6043, -0.998253, 0.741046
6044, -0.998418, 0.741499
6045, -0.998574, 0.741953
6046, -0.998722, 0.742406
6047, -0.998862, 0.74286
6048, -0.998994, 0.743313
6049, -0.999118, 0.743767
6050, -0.999233, 0.744221
6051, -0.999341, 0.744674
6052, -0.99944, 0.745128
6053, -0.999531, 0.745581
6054, -0.999615, 0.746035
6055, -0.99969, 0.746488
6056, -0.999757, 0.746942
6057, -0.999815, 0.747395
6058, -0.999866, 0.747849
6059, -0.999909, 0.748302
6060, -0.999943, 0.748756
6061, -0.999969, 0.749209
6062, -0.999988, 0.749663
6063, -0.999998, 0.750116
6064, -1, 0.75057
6065, -0.999994, 0.751024
6066, -0.999979, 0.751477
6067, -0.999957, 0.751931
6068, -0.999926, 0.752384
6069, -0.999888, 0.752838
6070, -0.999841, 0.753291
6071, -0.999786, 0.753745
6072, -0.999723, 0.754198
6073, -0.999652, 0.754652
6074, -0.999573, 0.755105
6075, -0.999486, 0.755559
6076, -0.99939, 0.756012
6077, -0.999287, 0.756466
6078, -0.999175, 0.756919
6079, -0.999055, 0.757373
6080, -0.998927, 0.757827
6081, -0.998791, 0.75828
6082, -0.998647, 0.758734
6083, -0.998495, 0.759187
6084, -0.998334, 0.759641
6085, -0.998166, 0.760094
6086, -0.997989, 0.760548
6087, -0.997805, 0.761001
6088, -0.997612, 0.761455
6089, -0.997411, 0.761908
6090, -0.997202, 0.762362
6091, -0.996985, 0.762815
6092, -0.99676, 0.763269
6093, -0.996527, 0.763722
6094, -0.996285, 0.764176
6095, -0.996036, 0.764629
6096, -0.995778, 0.765083
6097, -0.995513, 0.765537
6098, -0.995239, 0.76599
6099, -0.994957, 0.766444
6100, -0.994667, 0.766897
6101, -0.99437, 0.767351
6102, -0.994063, 0.767804
6103, -0.993749, 0.768258
6104, -0.993427, 0.768711
6105, -0.993097, 0.769165
6106, -0.992759, 0.769618
6107, -0.992412, 0.770072
6108, -0.992058, 0.770525
6109, -0.991696, 0.770979
6110, -0.991325, 0.771432
6111, -0.990946, 0.771886
6112, -0.99056, 0.77234
6113, -0.990165, 0.772793
6114, -0.989763, 0.773247
6115, -0.989352, 0.7737
6116, -0.988933, 0.774154
6117, -0.988506, 0.774607
6118, -0.988071, 0.775061
6119, -0.987629, 0.775514
6120, -0.987178, 0.775968
6121, -0.986719, 0.776421
6122, -0.986252, 0.776875
6123, -0.985777, 0.777328
6124, -0.985294, 0.777782
6125, -0.984803, 0.778235
6126, -0.984304, 0.778689
6127, -0.983797, 0.779142
6128, -0.983283, 0.779596
6129, -0.98276, 0.78005
6130, -0.982229, 0.780503
6131, -0.98169, 0.780957
6132, -0.981143, 0.78141
6133, -0.980588, 0.781864
6134, -0.980026, 0.782317
6135, -0.979455, 0.782771
6136, -0.978876, 0.783224
6137, -0.97829, 0.783678
6138, -0.977695, 0.784131
6139, -0.977093, 0.784585
6140, -0.976482, 0.785038
6141, -0.975864, 0.785492
6142, -0.975238, 0.785945
6143, -0.974604, 0.786399
6144, -0.973962, 0.786853
6145, -0.973312, 0.787306
6146, -0.972654, 0.78776
6147, -0.971988, 0.788213
6148, -0.971314, 0.788667
6149, -0.970633, 0.78912
6150, -0.969943, 0.789574
6151, -0.969246, 0.790027
6152, -0.968541, 0.790481
6153, -0.967827, 0.790934
6154, -0.967107, 0.791388
6155, -0.966378, 0.791841
6156, -0.965641, 0.792295
6157, -0.964897, 0.792748
6158, -0.964144, 0.793202
6159, -0.963384, 0.793656
6160, -0.962616, 0.794109
6161, -0.96184, 0.794563
6162, -0.961057, 0.795016
6163, -0.960265, 0.79547
6164, -0.959466, 0.795923
6165, -0.958659, 0.796377
6166, -0.957844, 0.79683
6167, -0.957022, 0.797284
6168, -0.956192, 0.797737
6169, -0.955354, 0.798191
6170, -0.954508, 0.798644
6171, -0.953654, 0.799098
6172, -0.952793, 0.799551
6173, -0.951924, 0.800005
6174, -0.951047, 0.800458
6175, -0.950162, 0.800912
6176, -0.94927, 0.801366
6177, -0.94837, 0.801819
6178, -0.947462, 0.802273
6179, -0.946547, 0.802726
6180, -0.945624, 0.80318
6181, -0.944693, 0.803633
6182, -0.943755, 0.804087
6183, -0.942809, 0.80454
6184, -0.941855, 0.804994
6185, -0.940894, 0.805447
6186, -0.939925, 0.805901
6187, -0.938948, 0.806354
6188, -0.937964, 0.806808
6189, -0.936972, 0.807261
6190, -0.935973, 0.807715
6191, -0.934966, 0.808169
6192, -0.933951, 0.808622
6193, -0.932929, 0.809076
6194, -0.931899, 0.809529
6195, -0.930862, 0.809983
6196, -0.929817, 0.810436
6197, -0.928764, 0.81089
6198, -0.927704, 0.811343
6199, -0.926636, 0.811797
6200, -0.925561, 0.81225
6201, -0.924479, 0.812704
6202, -0.923389, 0.813157
6203, -0.922291, 0.813611
6204, -0.921186, 0.814064
6205, -0.920073, 0.814518
6206, -0.918953, 0.814972
6207, -0.917826, 0.815425
6208, -0.916691, 0.815879
6209, -0.915548, 0.816332
6210, -0.914398, 0.816786
6211, -0.913241, 0.817239
6212, -0.912076, 0.817693
6213, -0.910904, 0.818146
6214, -0.909725, 0.8186
6215, -0.908538, 0.819053
6216, -0.907344, 0.819507
6217, -0.906142, 0.81996
6218, -0.904933, 0.820414
6219, -0.903717, 0.820867
6220, -0.902493, 0.821321
6221, -0.901262, 0.821774
6222, -0.900024, 0.822228
6223, -0.898778, 0.822682
6224, -0.897525, 0.823135
6225, -0.896265, 0.823589
6226, -0.894997, 0.824042
6227, -0.893723, 0.824496
6228, -0.892441, 0.824949
6229, -0.891151, 0.825403
6230, -0.889855, 0.825856
6231, -0.888551, 0.82631
6232, -0.88724, 0.826763
6233, -0.885922, 0.827217
6234, -0.884597, 0.82767
6235, -0.883264, 0.828124
6236, -0.881924, 0.828577
6237, -0.880578, 0.829031
6238, -0.879224, 0.829485
6239, -0.877862, 0.829938
6240, -0.876494, 0.830392
6241, -0.875119, 0.830845
6242, -0.873736, 0.831299
6243, -0.872347, 0.831752
6244, -0.87095, 0.832206
6245, -0.869546, 0.832659
6246, -0.868135, 0.833113
6247, -0.866717, 0.833566
6248, -0.865293, 0.83402
6249, -0.863861, 0.834473
6250, -0.862422, 0.834927
6251, -0.860976, 0.83538
6252, -0.859523, 0.835834
6253, -0.858063, 0.836287
6254, -0.856596, 0.836741
6255, -0.855122, 0.837195
6256, -0.853641, 0.837648
6257, -0.852154, 0.838102
6258, -0.850659, 0.838555
6259, -0.849157, 0.839009
6260, -0.847649, 0.839462
6261, -0.846134, 0.839916
6262, -0.844611, 0.840369
6263, -0.843082, 0.840823
6264, -0.841546, 0.841276
6265, -0.840004, 0.84173
6266, -0.838454, 0.842183
6267, -0.836898, 0.842637
6268, -0.835335, 0.84309
6269, -0.833765, 0.843544
6270, -0.832188, 0.843998
6271, -0.830604, 0.844451
6272, -0.829014, 0.844905
6273, -0.827417, 0.845358
6274, -0.825814, 0.845812
6275, -0.824203, 0.846265
6276, -0.822586, 0.846719
6277, -0.820962, 0.847172
6278, -0.819332, 0.847626
6279, -0.817695, 0.848079
6280, -0.816051, 0.848533
6281, -0.814401, 0.848986
6282, -0.812744, 0.84944
6283, -0.81108, 0.849893
6284, -0.80941, 0.850347
6285, -0.807734, 0.850801
6286, -0.80605, 0.851254
6287, -0.804361, 0.851708
6288, -0.802664, 0.852161
6289, -0.800961, 0.852615
6290, -0.799252, 0.853068
6291, -0.797536, 0.853522
6292, -0.795814, 0.853975
6293, -0.794085, 0.854429
6294, -0.79235, 0.854882
6295, -0.790608, 0.855336
6296, -0.78886, 0.855789
6297, -0.787105, 0.856243
6298, -0.785345, 0.856696
6299, -0.783577, 0.85715
6300, -0.781804, 0.857603
6301, -0.780024, 0.858057
6302, -0.778237, 0.858511
6303, -0.776445, 0.858964
6304, -0.774646, 0.859418
6305, -0.772841, 0.859871
6306, -0.771029, 0.860325
6307, -0.769211, 0.860778
6308, -0.767387, 0.861232
6309, -0.765557, 0.861685
6310, -0.763721, 0.862139
6311, -0.761878, 0.862592
6312, -0.760029, 0.863046
6313, -0.758174, 0.863499
6314, -0.756313, 0.863953
6315, -0.754445, 0.864406
6316, -0.752572, 0.86486
6317, -0.750692, 0.865314
6318, -0.748807, 0.865767
6319, -0.746915, 0.866221
