Time,Sample,Phase
27067, 0.987408, 0.275737
27068, 0.986953, 0.276191
27069, 0.986491, 0.276644
27070, 0.98602, 0.277098
27071, 0.985541, 0.277551
27072, 0.985054, 0.278005
27073, 0.984559, 0.278458
27074, 0.984057, 0.278912
27075, 0.983546, 0.279365
27076, 0.983027, 0.279819
27077, 0.9825, 0.280272
27078, 0.981966, 0.280726
27079, 0.981423, 0.281179
27080, 0.980872, 0.281633
27081, 0.980314, 0.282086
27082, 0.979747, 0.28254
27083, 0.979172, 0.282993
27084, 0.97859, 0.283447
27085, 0.977999, 0.2839
27086, 0.977401, 0.284354
27087, 0.976795, 0.284807
27088, 0.97618, 0.285261
27089, 0.975558, 0.285714
27090, 0.974928, 0.286168
27091, 0.97429, 0.286621
27092, 0.973644, 0.287075
27093, 0.97299, 0.287528
27094, 0.972329, 0.287982
27095, 0.971659, 0.288435
27096, 0.970982, 0.288889
27097, 0.970296, 0.289342
27098, 0.969603, 0.289796
27099, 0.968902, 0.290249
27100, 0.968193, 0.290703
27101, 0.967476, 0.291156
27102, 0.966751, 0.29161
27103, 0.966019, 0.292063
27104, 0.965278, 0.292517
27105, 0.96453, 0.29297
27106, 0.963774, 0.293424
27107, 0.96301, 0.293877
27108, 0.962238, 0.294331
27109, 0.961459, 0.294784
27110, 0.960671, 0.295238
27111, 0.959876, 0.295691
27112, 0.959073, 0.296145
27113, 0.958262, 0.296598
27114, 0.957444, 0.297052
27115, 0.956618, 0.297505
27116, 0.955784, 0.297959
27117, 0.954942, 0.298412
27118, 0.954092, 0.298866
27119, 0.953235, 0.299319
27120, 0.95237, 0.299773
27121, 0.951497, 0.300226
27122, 0.950617, 0.30068
27123, 0.949728, 0.301133
27124, 0.948832, 0.301587
27125, 0.947929, 0.30204
27126, 0.947017, 0.302494
27127, 0.946098, 0.302947
27128, 0.945172, 0.303401
27129, 0.944237, 0.303854
27130, 0.943295, 0.304308
27131, 0.942345, 0.304761
27132, 0.941388, 0.305215
27133, 0.940423, 0.305668
27134, 0.93945, 0.306122
27135, 0.93847, 0.306575
27136, 0.937482, 0.307029
27137, 0.936487, 0.307482
27138, 0.935484, 0.307936
27139, 0.934473, 0.308389
27140, 0.933455, 0.308843
27141, 0.932429, 0.309296
27142, 0.931395, 0.30975
27143, 0.930354, 0.310203
27144, 0.929306, 0.310657
27145, 0.92825, 0.31111
27146, 0.927186, 0.311564
27147, 0.926115, 0.312017
27148, 0.925036, 0.312471
27149, 0.92395, 0.312924
27150, 0.922856, 0.313378
27151, 0.921755, 0.313831
27152, 0.920646, 0.314285
27153, 0.91953, 0.314738
27154, 0.918407, 0.315192
27155, 0.917276, 0.315645
27156, 0.916137, 0.316099
27157, 0.914991, 0.316552
27158, 0.913838, 0.317006
27159, 0.912677, 0.317459
27160, 0.911509, 0.317913
27161, 0.910333, 0.318366
27162, 0.90915, 0.31882
27163, 0.90796, 0.319273
27164, 0.906762, 0.319727
27165, 0.905557, 0.32018
27166, 0.904344, 0.320634
27167, 0.903125, 0.321087
27168, 0.901897, 0.321541
27169, 0.900663, 0.321994
27170, 0.899421, 0.322448
27171, 0.898172, 0.322901
27172, 0.896916, 0.323355
27173, 0.895652, 0.323808
27174, 0.894381, 0.324262
27175, 0.893103, 0.324715
27176, 0.891817, 0.325169
27177, 0.890525, 0.325622
27178, 0.889225, 0.326076
27179, 0.887918, 0.326529
27180, 0.886603, 0.326983
27181, 0.885282, 0.327436
27182, 0.883953, 0.32789
27183, 0.882617, 0.328343
27184, 0.881274, 0.328797
27185, 0.879924, 0.32925
27186, 0.878566, 0.329704
27187, 0.877202, 0.330157
27188, 0.87583, 0.330611
27189, 0.874452, 0.331064
27190, 0.873066, 0.331518
27191, 0.871673, 0.331971
27192, 0.870273, 0.332425
27193, 0.868866, 0.332878
27194, 0.867451, 0.333332
27195, 0.86603, 0.333785
27196, 0.864602, 0.334239
27197, 0.863167, 0.334692
27198, 0.861725, 0.335146
27199, 0.860275, 0.335599
27200, 0.858819, 0.336053
27201, 0.857356, 0.336506
27202, 0.855886, 0.33696
27203, 0.854409, 0.337413
27204, 0.852925, 0.337867
27205, 0.851434, 0.33832
27206, 0.849936, 0.338774
27207, 0.848431, 0.339227
27208, 0.846919, 0.339681
27209, 0.845401, 0.340134
27210, 0.843876, 0.340588
27211, 0.842343, 0.341041
27212, 0.840804, 0.341495
27213, 0.839258, 0.341948
27214, 0.837705, 0.342402
27215, 0.836146, 0.342855
27216, 0.83458, 0.343309
27217, 0.833007, 0.343762
27218, 0.831427, 0.344216
27219, 0.82984, 0.344669
27220, 0.828247, 0.345123
27221, 0.826647, 0.345576
27222, 0.82504, 0.34603
27223, 0.823426, 0.346483
27224, 0.821806, 0.346937
27225, 0.820179, 0.34739
27226, 0.818546, 0.347844
27227, 0.816906, 0.348297
27228, 0.815259, 0.348751
27229, 0.813605, 0.349204
27230, 0.811945, 0.349658
27231, 0.810279, 0.350111
27232, 0.808606, 0.350565
27233, 0.806926, 0.351018
27234, 0.80524, 0.351472
27235, 0.803547, 0.351925
27236, 0.801847, 0.352379
27237, 0.800142, 0.352832
27238, 0.798429, 0.353286
27239, 0.79671, 0.353739
27240, 0.794985, 0.354193
27241, 0.793253, 0.354646
27242, 0.791515, 0.3551
27243, 0.78977, 0.355553
27244, 0.788019, 0.356007
27245, 0.786262, 0.35646
27246, 0.784498, 0.356914
27247, 0.782728, 0.357367
27248, 0.780951, 0.357821
27249, 0.779168, 0.358274
27250, 0.777379, 0.358728
27251, 0.775584, 0.359181
27252, 0.773782, 0.359635
27253, 0.771974, 0.360088
27254, 0.770159, 0.360542
27255, 0.768339, 0.360995
27256, 0.766512, 0.361449
27257, 0.764679, 0.361902
27258, 0.762839, 0.362356
27259, 0.760994, 0.362809
27260, 0.759142, 0.363263
27261, 0.757284, 0.363716
27262, 0.75542, 0.36417
27263, 0.75355, 0.364623
27264, 0.751674, 0.365077
27265, 0.749791, 0.36553
27266, 0.747903, 0.365984
27267, 0.746009, 0.366437
27268, 0.744108, 0.366891
27269, 0.742201, 0.367344
27270, 0.740289, 0.367798
27271, 0.73837, 0.368251
27272, 0.736445, 0.368705
27273, 0.734515, 0.369158
27274, 0.732578, 0.369612
27275, 0.730636, 0.370065
27276, 0.728687, 0.370519
27277, 0.726733, 0.370972
27278, 0.724773, 0.371426
27279, 0.722806, 0.371879
27280, 0.720834, 0.372333
27281, 0.718856, 0.372786
27282, 0.716873, 0.37324
27283, 0.714883, 0.373693
27284, 0.712888, 0.374147
27285, 0.710887, 0.3746
27286, 0.70888, 0.375054
27287, 0.706867, 0.375507
27288, 0.704849, 0.375961
27289, 0.702825, 0.376414
27290, 0.700795, 0.376868
27291, 0.698759, 0.377321
27292, 0.696718, 0.377775
27293, 0.694671, 0.378228
27294, 0.692619, 0.378682
27295, 0.690561, 0.379135
27296, 0.688497, 0.379589
27297, 0.686427, 0.380042
27298, 0.684353, 0.380496
27299, 0.682272, 0.380949
27300, 0.680186, 0.381403
27301, 0.678095, 0.381856
27302, 0.675998, 0.38231
27303, 0.673895, 0.382763
27304, 0.671787, 0.383217
27305, 0.669674, 0.38367
27306, 0.667555, 0.384124
27307, 0.665431, 0.384577
27308, 0.663301, 0.385031
27309, 0.661166, 0.385484
27310, 0.659025, 0.385938
27311, 0.65688, 0.386391
27312, 0.654728, 0.386845
27313, 0.652572, 0.387298
27314, 0.65041, 0.387752
27315, 0.648243, 0.388205
27316, 0.646071, 0.388659
27317, 0.643893, 0.389113
27318, 0.641711, 0.389566
27319, 0.639523, 0.39002
27320, 0.63733, 0.390473
27321, 0.635131, 0.390927
27322, 0.632928, 0.39138
27323, 0.630719, 0.391834
27324, 0.628505, 0.392287
27325, 0.626287, 0.392741
27326, 0.624063, 0.393194
27327, 0.621834, 0.393648
27328, 0.619599, 0.394101
27329, 0.61736, 0.394555
27330, 0.615116, 0.395008
27331, 0.612867, 0.395462
27332, 0.610613, 0.395915
27333, 0.608354, 0.396369
27334, 0.60609, 0.396822
27335, 0.603821, 0.397276
27336, 0.601547, 0.397729
27337, 0.599269, 0.398183
27338, 0.596985, 0.398636
27339, 0.594697, 0.39909
27340, 0.592404, 0.399543
27341, 0.590106, 0.399997
27342, 0.587803, 0.40045
27343, 0.585495, 0.400904
27344, 0.583183, 0.401357
27345, 0.580866, 0.401811
27346, 0.578544, 0.402264
27347, 0.576217, 0.402718
27348, 0.573886, 0.403171
27349, 0.57155, 0.403625
27350, 0.56921, 0.404078
27351, 0.566865, 0.404532
27352, 0.564515, 0.404985
27353, 0.562161, 0.405439
27354, 0.559802, 0.405892
27355, 0.557439, 0.406346
27356, 0.555071, 0.406799
27357, 0.552698, 0.407253
27358, 0.550321, 0.407706
27359, 0.54794, 0.40816
27360, 0.545554, 0.408613
27361, 0.543164, 0.409067
27362, 0.540769, 0.40952
27363, 0.53837, 0.409974
27364, 0.535967, 0.410427
27365, 0.533559, 0.410881
27366, 0.531147, 0.411334
27367, 0.528731, 0.411788
27368, 0.52631, 0.412241
27369, 0.523885, 0.412695
27370, 0.521456, 0.413148
27371, 0.519022, 0.413602
27372, 0.516584, 0.414055
27373, 0.514143, 0.414509
27374, 0.511697, 0.414962
27375, 0.509246, 0.415416
27376, 0.506792, 0.415869
27377, 0.504333, 0.416323
27378, 0.501871, 0.416776
27379, 0.499404, 0.41723
27380, 0.496934, 0.417683
27381, 0.494459, 0.418137
27382, 0.49198, 0.41859
27383, 0.489497, 0.419044
27384, 0.487011, 0.419497
27385, 0.48452, 0.419951
27386, 0.482025, 0.420404
27387, 0.479527, 0.420858
27388, 0.477025, 0.421311
27389, 0.474518, 0.421765
27390, 0.472008, 0.422218
27391, 0.469494, 0.422672
27392, 0.466976, 0.423125
27393, 0.464455, 0.423579
27394, 0.46193, 0.424032
27395, 0.4594, 0.424486
27396, 0.456868, 0.424939
27397, 0.454331, 0.425393
27398, 0.451791, 0.425846
27399, 0.449247, 0.4263
27400, 0.446699, 0.426753
27401, 0.444148, 0.427207
27402, 0.441594, 0.42766
27403, 0.439035, 0.428114
27404, 0.436473, 0.428567
27405, 0.433908, 0.429021
27406, 0.431339, 0.429474
27407, 0.428766, 0.429928
27408, 0.42619, 0.430381
27409, 0.423611, 0.430835
27410, 0.421028, 0.431288
27411, 0.418442, 0.431742
27412, 0.415852, 0.432195
27413, 0.413259, 0.432649
27414, 0.410663, 0.433102
27415, 0.408063, 0.433556
27416, 0.40546, 0.434009
27417, 0.402854, 0.434463
27418, 0.400244, 0.434916
27419, 0.397631, 0.43537
27420, 0.395015, 0.435823
27421, 0.392396, 0.436277
27422, 0.389773, 0.43673
27423, 0.387148, 0.437184
27424, 0.384519, 0.437637
27425, 0.381887, 0.438091
27426, 0.379252, 0.438544
27427, 0.376614, 0.438998
27428, 0.373973, 0.439451
27429, 0.371328, 0.439905
27430, 0.368681, 0.440358
27431, 0.366031, 0.440812
27432, 0.363378, 0.441265
27433, 0.360722, 0.441719
27434, 0.358063, 0.442172
27435, 0.355401, 0.442626
27436, 0.352736, 0.443079
27437, 0.350068, 0.443533
27438, 0.347397, 0.443986
27439, 0.344724, 0.44444
27440, 0.342048, 0.444893
27441, 0.339369, 0.445347
27442, 0.336687, 0.4458
27443, 0.334003, 0.446254
27444, 0.331316, 0.446707
27445, 0.328626, 0.447161
27446, 0.325933, 0.447614
27447, 0.323238, 0.448068
27448, 0.32054, 0.448521
27449, 0.31784, 0.448975
27450, 0.315137, 0.449428
27451, 0.312432, 0.449882
27452, 0.309723, 0.450335
27453, 0.307013, 0.450789
27454, 0.3043, 0.451242
27455, 0.301584, 0.451696
27456, 0.298866, 0.452149
27457, 0.296146, 0.452603
27458, 0.293423, 0.453056
27459, 0.290698, 0.45351
27460, 0.28797, 0.453963
27461, 0.28524, 0.454417
27462, 0.282508, 0.45487
27463, 0.279774, 0.455324
27464, 0.277037, 0.455777
27465, 0.274298, 0.456231
27466, 0.271557, 0.456684
27467, 0.268813, 0.457138
27468, 0.266068, 0.457591
27469, 0.26332, 0.458045
27470, 0.26057, 0.458498
27471, 0.257818, 0.458952
27472, 0.255064, 0.459405
27473, 0.252307, 0.459859
27474, 0.249549, 0.460312
27475, 0.246789, 0.460766
27476, 0.244026, 0.461219
27477, 0.241262, 0.461673
27478, 0.238496, 0.462126
27479, 0.235728, 0.46258
27480, 0.232958, 0.463033
27481, 0.230186, 0.463487
27482, 0.227412, 0.46394
27483, 0.224636, 0.464394
27484, 0.221859, 0.464847
27485, 0.219079, 0.465301
27486, 0.216298, 0.465754
27487, 0.213515, 0.466208
27488, 0.210731, 0.466661
27489, 0.207944, 0.467115
27490, 0.205156, 0.467568
27491, 0.202367, 0.468022
27492, 0.199576, 0.468475
27493, 0.196783, 0.468929
27494, 0.193988, 0.469382
27495, 0.191192, 0.469836
27496, 0.188394, 0.470289
27497, 0.185595, 0.470743
27498, 0.182794, 0.471196
27499, 0.179992, 0.47165
27500, 0.177189, 0.472103
27501, 0.174384, 0.472557
27502, 0.171577, 0.47301
27503, 0.168769, 0.473464
27504, 0.16596, 0.473917
27505, 0.163149, 0.474371
27506, 0.160338, 0.474824
27507, 0.157524, 0.475278
27508, 0.15471, 0.475731
27509, 0.151894, 0.476185
27510, 0.149077, 0.476638
27511, 0.146259, 0.477092
27512, 0.143439, 0.477545
27513, 0.140619, 0.477999
27514, 0.137797, 0.478452
27515, 0.134974, 0.478906
27516, 0.132151, 0.479359
27517, 0.129326, 0.479813
27518, 0.1265, 0.480266
27519, 0.123672, 0.48072
27520, 0.120844, 0.481173
27521, 0.118015, 0.481627
27522, 0.115185, 0.48208
27523, 0.112354, 0.482534
27524, 0.109523, 0.482987
27525, 0.10669, 0.483441
27526, 0.103856, 0.483894
27527, 0.101022, 0.484348
27528, 0.0981865, 0.484801
27529, 0.0953505, 0.485255
27530, 0.0925136, 0.485708
27531, 0.089676, 0.486162
27532, 0.0868377, 0.486615
27533, 0.0839987, 0.487069
27534, 0.081159, 0.487522
27535, 0.0783186, 0.487976
27536, 0.0754776, 0.488429
27537, 0.072636, 0.488883
27538, 0.0697938, 0.489336
27539, 0.0669511, 0.48979
27540, 0.0641078, 0.490243
27541, 0.0612639, 0.490697
27542, 0.0584196, 0.49115
27543, 0.0555748, 0.491604
27544, 0.0527295, 0.492057
27545, 0.0498838, 0.492511
27546, 0.0470378, 0.492964
27547, 0.0441913, 0.493418
27548, 0.0413445, 0.493871
27549, 0.0384973, 0.494325
27550, 0.0356498, 0.494778
27551, 0.0328021, 0.495232
27552, 0.029954, 0.495685
27553, 0.0271057, 0.496139
27554, 0.0242573, 0.496592
27555, 0.0214086, 0.497046
27556, 0.0185597, 0.497499
27557, 0.0157107, 0.497953
27558, 0.0128615, 0.498406
27559, 0.0100123, 0.49886
27560, 0.00716295, 0.499313
27561, 0.00431356, 0.499767
27562, 0.00146413, 0.50022
27563, -0.0013853, 0.500674
27564, -0.00423491, 0.501128
27565, -0.00708449, 0.501581
27566, -0.00993401, 0.502035
27567, -0.0127834, 0.502488
27568, -0.0156328, 0.502942
27569, -0.018482, 0.503395
27570, -0.0213311, 0.503849
27571, -0.0241799, 0.504302
27572, -0.0270286, 0.504756
27573, -0.0298771, 0.505209
27574, -0.0327253, 0.505663
27575, -0.0355733, 0.506116
27576, -0.038421, 0.50657
27577, -0.0412683, 0.507023
27578, -0.0441153, 0.507477
27579, -0.046962, 0.507931
27580, -0.0498083, 0.508384
27581, -0.0526542, 0.508838
27582, -0.0554996, 0.509291
27583, -0.0583446, 0.509745
27584, -0.0611892, 0.510198
27585, -0.0640332, 0.510652
27586, -0.0668767, 0.511105
27587, -0.0697197, 0.511559
27588, -0.0725621, 0.512012
27589, -0.0754039, 0.512466
27590, -0.0782451, 0.512919
27591, -0.0810857, 0.513373
27592, -0.0839256, 0.513826
27593, -0.0867648, 0.51428
27594, -0.0896033, 0.514733
27595, -0.0924411, 0.515187
27596, -0.0952781, 0.515641
27597, -0.0981144, 0.516094
27598, -0.10095, 0.516548
27599, -0.103785, 0.517001
27600, -0.106618, 0.517455
27601, -0.109451, 0.517908
27602, -0.112283, 0.518362
27603, -0.115114, 0.518815
27604, -0.117945, 0.519269
27605, -0.120774, 0.519722
27606, -0.123602, 0.520176
27607, -0.126429, 0.520629
27608, -0.129256, 0.521083
27609, -0.132081, 0.521536
27610, -0.134905, 0.52199
27611, -0.137728, 0.522444
27612, -0.14055, 0.522897
27613, -0.143371, 0.523351
27614, -0.14619, 0.523804
27615, -0.149009, 0.524258
27616, -0.151826, 0.524711
27617, -0.154642, 0.525165
27618, -0.157457, 0.525618
27619, -0.16027, 0.526072
27620, -0.163082, 0.526525
27621, -0.165893, 0.526979
27622, -0.168702, 0.527432
27623, -0.171511, 0.527886
27624, -0.174317, 0.528339
27625, -0.177123, 0.528793
27626, -0.179926, 0.529247
27627, -0.182729, 0.5297
27628, -0.18553, 0.530154
27629, -0.188329, 0.530607
27630, -0.191127, 0.531061
27631, -0.193923, 0.531514
27632, -0.196718, 0.531968
27633, -0.199511, 0.532421
27634, -0.202303, 0.532875
27635, -0.205093, 0.533328
27636, -0.207881, 0.533782
27637, -0.210667, 0.534235
27638, -0.213452, 0.534689
27639, -0.216235, 0.535142
27640, -0.219016, 0.535596
27641, -0.221796, 0.536049
27642, -0.224574, 0.536503
27643, -0.22735, 0.536957
27644, -0.230124, 0.53741
27645, -0.232896, 0.537864
27646, -0.235666, 0.538317
27647, -0.238435, 0.538771
27648, -0.241201, 0.539224
27649, -0.243966, 0.539678
27650, -0.246728, 0.540131
27651, -0.249489, 0.540585
27652, -0.252247, 0.541038
27653, -0.255004, 0.541492
27654, -0.257758, 0.541945
27655, -0.26051, 0.542399
27656, -0.26326, 0.542852
27657, -0.266008, 0.543306
27658, -0.268754, 0.54376
27659, -0.271498, 0.544213
27660, -0.27424, 0.544667
27661, -0.276979, 0.54512
27662, -0.279716, 0.545574
27663, -0.282451, 0.546027
27664, -0.285183, 0.546481
27665, -0.287913, 0.546934
27666, -0.290641, 0.547388
27667, -0.293366, 0.547841
27668, -0.296089, 0.548295
27669, -0.29881, 0.548748
27670, -0.301528, 0.549202
27671, -0.304244, 0.549655
27672, -0.306957, 0.550109
27673, -0.309668, 0.550563
27674, -0.312376, 0.551016
27675, -0.315082, 0.55147
27676, -0.317785, 0.551923
27677, -0.320486, 0.552377
27678, -0.323184, 0.55283
27679, -0.325879, 0.553284
27680, -0.328572, 0.553737
27681, -0.331262, 0.554191
27682, -0.33395, 0.554644
27683, -0.336634, 0.555098
27684, -0.339316, 0.555551
27685, -0.341995, 0.556005
27686, -0.344672, 0.556458
27687, -0.347345, 0.556912
27688, -0.350016, 0.557365
27689, -0.352684, 0.557819
27690, -0.355349, 0.558273
27691, -0.358011, 0.558726
27692, -0.360671, 0.55918
27693, -0.363327, 0.559633
27694, -0.36598, 0.560087
27695, -0.368631, 0.56054
27696, -0.371278, 0.560994
27697, -0.373923, 0.561447
27698, -0.376564, 0.561901
27699, -0.379202, 0.562354
27700, -0.381838, 0.562808
27701, -0.38447, 0.563261
27702, -0.387099, 0.563715
27703, -0.389725, 0.564168
27704, -0.392347, 0.564622
27705, -0.394967, 0.565076
27706, -0.397583, 0.565529
27707, -0.400196, 0.565983
27708, -0.402806, 0.566436
27709, -0.405413, 0.56689
27710, -0.408016, 0.567343
27711, -0.410616, 0.567797
27712, -0.413213, 0.56825
27713, -0.415806, 0.568704
27714, -0.418396, 0.569157
27715, -0.420982, 0.569611
27716, -0.423566, 0.570064
27717, -0.426145, 0.570518
27718, -0.428721, 0.570971
27719, -0.431294, 0.571425
27720, -0.433863, 0.571878
27721, -0.436429, 0.572332
27722, -0.438991, 0.572786
27723, -0.44155, 0.573239
27724, -0.444105, 0.573693
27725, -0.446656, 0.574146
27726, -0.449204, 0.5746
27727, -0.451748, 0.575053
27728, -0.454288, 0.575507
27729, -0.456825, 0.57596
27730, -0.459358, 0.576414
27731, -0.461888, 0.576867
27732, -0.464413, 0.577321
27733, -0.466935, 0.577774
27734, -0.469453, 0.578228
27735, -0.471967, 0.578681
27736, -0.474477, 0.579135
27737, -0.476984, 0.579589
27738, -0.479487, 0.580042
27739, -0.481985, 0.580496
27740, -0.48448, 0.580949
27741, -0.486971, 0.581403
27742, -0.489458, 0.581856
27743, -0.491941, 0.58231
27744, -0.49442, 0.582763
27745, -0.496895, 0.583217
27746, -0.499366, 0.58367
27747, -0.501833, 0.584124
27748, -0.504295, 0.584577
27749, -0.506754, 0.585031
27750, -0.509209, 0.585484
27751, -0.511659, 0.585938
27752, -0.514105, 0.586392
27753, -0.516547, 0.586845
27754, -0.518985, 0.587299
27755, -0.521419, 0.587752
27756, -0.523848, 0.588206
27757, -0.526274, 0.588659
27758, -0.528695, 0.589113
27759, -0.531111, 0.589566
27760, -0.533524, 0.59002
27761, -0.535932, 0.590473
27762, -0.538335, 0.590927
27763, -0.540735, 0.59138
27764, -0.543129, 0.591834
27765, -0.54552, 0.592287
27766, -0.547906, 0.592741
27767, -0.550288, 0.593194
27768, -0.552665, 0.593648
27769, -0.555037, 0.594102
27770, -0.557405, 0.594555
27771, -0.559769, 0.595009
27772, -0.562128, 0.595462
27773, -0.564483, 0.595916
27774, -0.566833, 0.596369
27775, -0.569178, 0.596823
27776, -0.571519, 0.597276
27777, -0.573855, 0.59773
27778, -0.576186, 0.598183
27779, -0.578513, 0.598637
27780, -0.580835, 0.59909
27781, -0.583152, 0.599544
27782, -0.585465, 0.599997
27783, -0.587772, 0.600451
27784, -0.590075, 0.600905
27785, -0.592374, 0.601358
27786, -0.594667, 0.601812
27787, -0.596956, 0.602265
27788, -0.599239, 0.602719
27789, -0.601518, 0.603172
27790, -0.603792, 0.603626
27791, -0.606061, 0.604079
27792, -0.608326, 0.604533
27793, -0.610585, 0.604986
27794, -0.612839, 0.60544
27795, -0.615088, 0.605893
27796, -0.617333, 0.606347
27797, -0.619572, 0.6068
27798, -0.621806, 0.607254
27799, -0.624035, 0.607708
27800, -0.62626, 0.608161
27801, -0.628479, 0.608615
27802, -0.630693, 0.609068
27803, -0.632901, 0.609522
27804, -0.635105, 0.609975
27805, -0.637304, 0.610429
27806, -0.639497, 0.610882
27807, -0.641685, 0.611336
27808, -0.643868, 0.611789
27809, -0.646046, 0.612243
27810, -0.648218, 0.612696
27811, -0.650386, 0.61315
27812, -0.652548, 0.613603
27813, -0.654704, 0.614057
27814, -0.656856, 0.61451
27815, -0.659002, 0.614964
27816, -0.661142, 0.615418
27817, -0.663278, 0.615871
27818, -0.665407, 0.616325
27819, -0.667532, 0.616778
27820, -0.669651, 0.617232
27821, -0.671765, 0.617685
27822, -0.673873, 0.618139
27823, -0.675975, 0.618592
27824, -0.678073, 0.619046
27825, -0.680164, 0.619499
27826, -0.68225, 0.619953
27827, -0.684331, 0.620406
27828, -0.686406, 0.62086
27829, -0.688476, 0.621313
27830, -0.69054, 0.621767
27831, -0.692598, 0.622221
27832, -0.694651, 0.622674
27833, -0.696698, 0.623128
27834, -0.698739, 0.623581
27835, -0.700775, 0.624035
27836, -0.702805, 0.624488
27837, -0.704829, 0.624942
27838, -0.706848, 0.625395
27839, -0.708861, 0.625849
27840, -0.710868, 0.626302
27841, -0.712869, 0.626756
27842, -0.714865, 0.627209
27843, -0.716854, 0.627663
27844, -0.718838, 0.628116
27845, -0.720816, 0.62857
27846, -0.722789, 0.629023
27847, -0.724755, 0.629477
27848, -0.726715, 0.629931
27849, -0.72867, 0.630384
27850, -0.730619, 0.630838
27851, -0.732561, 0.631291
27852, -0.734498, 0.631745
27853, -0.736429, 0.632198
27854, -0.738354, 0.632652
27855, -0.740272, 0.633105
27856, -0.742185, 0.633559
27857, -0.744092, 0.634012
27858, -0.745993, 0.634466
27859, -0.747887, 0.634919
27860, -0.749776, 0.635373
27861, -0.751659, 0.635826
27862, -0.753535, 0.63628
27863, -0.755405, 0.636734
27864, -0.75727, 0.637187
27865, -0.759128, 0.637641
27866, -0.760979, 0.638094
27867, -0.762825, 0.638548
27868, -0.764665, 0.639001
27869, -0.766498, 0.639455
27870, -0.768325, 0.639908
27871, -0.770146, 0.640362
27872, -0.77196, 0.640815
27873, -0.773768, 0.641269
27874, -0.775571, 0.641722
27875, -0.777366, 0.642176
27876, -0.779156, 0.642629
27877, -0.780939, 0.643083
27878, -0.782715, 0.643537
27879, -0.784486, 0.64399
27880, -0.78625, 0.644444
27881, -0.788007, 0.644897
27882, -0.789759, 0.645351
27883, -0.791503, 0.645804
27884, -0.793242, 0.646258
27885, -0.794974, 0.646711
27886, -0.796699, 0.647165
27887, -0.798418, 0.647618
27888, -0.800131, 0.648072
27889, -0.801837, 0.648525
27890, -0.803536, 0.648979
27891, -0.805229, 0.649432
27892, -0.806916, 0.649886
27893, -0.808596, 0.650339
27894, -0.810269, 0.650793
27895, -0.811936, 0.651247
27896, -0.813596, 0.6517
27897, -0.815249, 0.652154
27898, -0.816896, 0.652607
27899, -0.818537, 0.653061
27900, -0.82017, 0.653514
27901, -0.821797, 0.653968
27902, -0.823418, 0.654421
27903, -0.825031, 0.654875
27904, -0.826638, 0.655328
27905, -0.828238, 0.655782
27906, -0.829832, 0.656235
27907, -0.831419, 0.656689
27908, -0.832999, 0.657142
27909, -0.834572, 0.657596
27910, -0.836138, 0.65805
27911, -0.837698, 0.658503
27912, -0.839251, 0.658957
27913, -0.840797, 0.65941
27914, -0.842336, 0.659864
27915, -0.843869, 0.660317
27916, -0.845394, 0.660771
27917, -0.846913, 0.661224
27918, -0.848425, 0.661678
27919, -0.849929, 0.662131
27920, -0.851427, 0.662585
27921, -0.852919, 0.663038
27922, -0.854403, 0.663492
27923, -0.85588, 0.663945
27924, -0.85735, 0.664399
27925, -0.858814, 0.664852
27926, -0.86027, 0.665306
27927, -0.861719, 0.66576
27928, -0.863162, 0.666213
27929, -0.864597, 0.666667
27930, -0.866025, 0.66712
27931, -0.867447, 0.667574
27932, -0.868861, 0.668027
27933, -0.870268, 0.668481
27934, -0.871668, 0.668934
27935, -0.873061, 0.669388
27936, -0.874447, 0.669841
27937, -0.875826, 0.670295
27938, -0.877198, 0.670748
27939, -0.878562, 0.671202
27940, -0.87992, 0.671655
27941, -0.88127, 0.672109
27942, -0.882613, 0.672563
27943, -0.883949, 0.673016
27944, -0.885278, 0.67347
27945, -0.8866, 0.673923
27946, -0.887914, 0.674377
27947, -0.889222, 0.67483
27948, -0.890522, 0.675284
27949, -0.891814, 0.675737
27950, -0.8931, 0.676191
27951, -0.894378, 0.676644
27952, -0.895649, 0.677098
27953, -0.896913, 0.677551
27954, -0.89817, 0.678005
27955, -0.899419, 0.678458
27956, -0.900661, 0.678912
27957, -0.901895, 0.679366
27958, -0.903122, 0.679819
27959, -0.904342, 0.680273
27960, -0.905555, 0.680726
27961, -0.90676, 0.68118
27962, -0.907958, 0.681633
27963, -0.909149, 0.682087
27964, -0.910332, 0.68254
27965, -0.911507, 0.682994
27966, -0.912676, 0.683447
27967, -0.913836, 0.683901
27968, -0.91499, 0.684354
27969, -0.916136, 0.684808
27970, -0.917275, 0.685261
27971, -0.918406, 0.685715
27972, -0.919529, 0.686168
27973, -0.920646, 0.686622
27974, -0.921754, 0.687076
27975, -0.922856, 0.687529
27976, -0.923949, 0.687983
27977, -0.925036, 0.688436
27978, -0.926114, 0.68889
27979, -0.927186, 0.689343
27980, -0.928249, 0.689797
27981, -0.929306, 0.69025
27982, -0.930354, 0.690704
27983, -0.931395, 0.691157
27984, -0.932429, 0.691611
27985, -0.933455, 0.692064
27986, -0.934473, 0.692518
27987, -0.935484, 0.692971
27988, -0.936487, 0.693425
27989, -0.937483, 0.693879
27990, -0.938471, 0.694332
27991, -0.939451, 0.694786
27992, -0.940424, 0.695239
27993, -0.941389, 0.695693
27994, -0.942346, 0.696146
