Time,Sample,Phase
10019, -0.271798, 0.544263
10019, -1, 0.544263
10020, -0.274539, 0.544716
10020, -1, 0.544716
10021, -0.277278, 0.54517
10021, -1, 0.54517
10022, -0.280015, 0.545623
10022, -1, 0.545623
10023, -0.282749, 0.546077
10023, -1, 0.546077
10024, -0.285482, 0.54653
10024, -1, 0.54653
10025, -0.288211, 0.546984
10025, -1, 0.546984
10026, -0.290939, 0.547437
10026, -1, 0.547437
10027, -0.293664, 0.547891
10027, -1, 0.547891
10028, -0.296387, 0.548344
10028, -1, 0.548344
10029, -0.299107, 0.548798
10029, -1, 0.548798
10030, -0.301825, 0.549251
10030, -1, 0.549251
10031, -0.304541, 0.549705
10031, -1, 0.549705
10032, -0.307254, 0.550159
10032, -1, 0.550159
10033, -0.309964, 0.550612
10033, -1, 0.550612
10034, -0.312672, 0.551066
10034, -1, 0.551066
10035, -0.315378, 0.551519
10035, -1, 0.551519
10036, -0.318081, 0.551973
10036, -1, 0.551973
10037, -0.320781, 0.552426
10037, -1, 0.552426
10038, -0.323479, 0.55288
10038, -1, 0.55288
10039, -0.326174, 0.553333
10039, -1, 0.553333
10040, -0.328866, 0.553787
10040, -1, 0.553787
10041, -0.331556, 0.55424
10041, -1, 0.55424
10042, -0.334243, 0.554694
10042, -1, 0.554694
10043, -0.336928, 0.555147
10043, -1, 0.555147
10044, -0.339609, 0.555601
10044, -1, 0.555601
10045, -0.342288, 0.556054
10045, -1, 0.556054
10046, -0.344964, 0.556508
10046, -1, 0.556508
10047, -0.347638, 0.556962
10047, -1, 0.556962
10048, -0.350308, 0.557415
10048, -1, 0.557415
10049, -0.352976, 0.557869
10049, -1, 0.557869
10050, -0.35564, 0.558322
10050, -1, 0.558322
10051, -0.358302, 0.558776
10051, -1, 0.558776
10052, -0.360961, 0.559229
10052, -1, 0.559229
10053, -0.363617, 0.559683
10053, -1, 0.559683
10054, -0.36627, 0.560136
10054, -1, 0.560136
10055, -0.36892, 0.56059
10055, -1, 0.56059
10056, -0.371568, 0.561043
10056, -1, 0.561043
10057, -0.374212, 0.561497
10057, -1, 0.561497
10058, -0.376853, 0.56195
10058, -1, 0.56195
10059, -0.379491, 0.562404
10059, -1, 0.562404
10060, -0.382126, 0.562857
10060, -1, 0.562857
10061, -0.384757, 0.563311
10061, -1, 0.563311
10062, -0.387386, 0.563765
10062, -1, 0.563765
10063, -0.390012, 0.564218
10063, -1, 0.564218
10064, -0.392634, 0.564672
10064, -1, 0.564672
10065, -0.395253, 0.565125
10065, -1, 0.565125
10066, -0.397869, 0.565579
10066, -1, 0.565579
10067, -0.400482, 0.566032
10067, -1, 0.566032
10068, -0.403091, 0.566486
10068, -1, 0.566486
10069, -0.405698, 0.566939
10069, -1, 0.566939
10070, -0.408301, 0.567393
10070, -1, 0.567393
10071, -0.4109, 0.567846
10071, -1, 0.567846
10072, -0.413496, 0.5683
10072, -1, 0.5683
10073, -0.416089, 0.568753
10073, -1, 0.568753
10074, -0.418679, 0.569207
10074, -1, 0.569207
10075, -0.421265, 0.56966
10075, -1, 0.56966
10076, -0.423848, 0.570114
10076, -1, 0.570114
10077, -0.426427, 0.570567
10077, -1, 0.570567
10078, -0.429003, 0.571021
10078, -1, 0.571021
10079, -0.431575, 0.571475
10079, -1, 0.571475
10080, -0.434144, 0.571928
10080, -1, 0.571928
10081, -0.436709, 0.572382
10081, -1, 0.572382
10082, -0.439271, 0.572835
10082, -1, 0.572835
10083, -0.441829, 0.573289
10083, -1, 0.573289
10084, -0.444384, 0.573742
10084, -1, 0.573742
10085, -0.446935, 0.574196
10085, -1, 0.574196
10086, -0.449482, 0.574649
10086, -1, 0.574649
10087, -0.452026, 0.575103
10087, -1, 0.575103
10088, -0.454566, 0.575556
10088, -1, 0.575556
10089, -0.457102, 0.57601
10089, -1, 0.57601
10090, -0.459635, 0.576463
10090, -1, 0.576463
10091, -0.462164, 0.576917
10091, -1, 0.576917
10092, -0.464689, 0.57737
10092, -1, 0.57737
10093, -0.46721, 0.577824
10093, -1, 0.577824
10094, -0.469728, 0.578278
10094, -1, 0.578278
10095, -0.472242, 0.578731
10095, -1, 0.578731
10096, -0.474752, 0.579185
10096, -1, 0.579185
10097, -0.477258, 0.579638
10097, -1, 0.579638
10098, -0.47976, 0.580092
10098, -1, 0.580092
10099, -0.482258, 0.580545
10099, -1, 0.580545
10100, -0.484753, 0.580999
10100, -1, 0.580999
10101, -0.487243, 0.581452
10101, -1, 0.581452
10102, -0.48973, 0.581906
10102, -1, 0.581906
10103, -0.492212, 0.582359
10103, -1, 0.582359
10104, -0.494691, 0.582813
10104, -1, 0.582813
10105, -0.497165, 0.583266
10105, -1, 0.583266
10106, -0.499636, 0.58372
10106, -1, 0.58372
10107, -0.502102, 0.584173
10107, -1, 0.584173
10108, -0.504564, 0.584627
10108, -1, 0.584627
10109, -0.507023, 0.585081
10109, -1, 0.585081
10110, -0.509477, 0.585534
10110, -1, 0.585534
10111, -0.511927, 0.585988
10111, -1, 0.585988
10112, -0.514373, 0.586441
10112, -1, 0.586441
10113, -0.516814, 0.586895
10113, -1, 0.586895
10114, -0.519252, 0.587348
10114, -1, 0.587348
10115, -0.521685, 0.587802
10115, -1, 0.587802
10116, -0.524114, 0.588255
10116, -1, 0.588255
10117, -0.526539, 0.588709
10117, -1, 0.588709
10118, -0.528959, 0.589162
10118, -1, 0.589162
10119, -0.531375, 0.589616
10119, -1, 0.589616
10120, -0.533787, 0.590069
10120, -1, 0.590069
10121, -0.536195, 0.590523
10121, -1, 0.590523
10122, -0.538598, 0.590976
10122, -1, 0.590976
10123, -0.540997, 0.59143
10123, -1, 0.59143
10124, -0.543391, 0.591883
10124, -1, 0.591883
10125, -0.545781, 0.592337
10125, -1, 0.592337
10126, -0.548167, 0.592791
10126, -1, 0.592791
10127, -0.550548, 0.593244
10127, -1, 0.593244
10128, -0.552924, 0.593698
10128, -1, 0.593698
10129, -0.555296, 0.594151
10129, -1, 0.594151
10130, -0.557664, 0.594605
10130, -1, 0.594605
10131, -0.560027, 0.595058
10131, -1, 0.595058
10132, -0.562386, 0.595512
10132, -1, 0.595512
10133, -0.56474, 0.595965
10133, -1, 0.595965
10134, -0.567089, 0.596419
10134, -1, 0.596419
10135, -0.569434, 0.596872
10135, -1, 0.596872
10136, -0.571774, 0.597326
10136, -1, 0.597326
10137, -0.57411, 0.597779
10137, -1, 0.597779
10138, -0.576441, 0.598233
10138, -1, 0.598233
10139, -0.578767, 0.598686
10139, -1, 0.598686
10140, -0.581088, 0.59914
10140, -1, 0.59914
10141, -0.583405, 0.599594
10141, -1, 0.599594
10142, -0.585717, 0.600047
10142, -1, 0.600047
10143, -0.588024, 0.600501
10143, -1, 0.600501
10144, -0.590327, 0.600954
10144, -1, 0.600954
10145, -0.592625, 0.601408
10145, -1, 0.601408
10146, -0.594918, 0.601861
10146, -1, 0.601861
10147, -0.597206, 0.602315
10147, -1, 0.602315
10148, -0.599489, 0.602768
10148, -1, 0.602768
10149, -0.601767, 0.603222
10149, -1, 0.603222
10150, -0.604041, 0.603675
10150, -1, 0.603675
10151, -0.606309, 0.604129
10151, -1, 0.604129
10152, -0.608573, 0.604582
10152, -1, 0.604582
10153, -0.610832, 0.605036
10153, -1, 0.605036
10154, -0.613085, 0.605489
10154, -1, 0.605489
10155, -0.615334, 0.605943
10155, -1, 0.605943
10156, -0.617578, 0.606396
10156, -1, 0.606396
10157, -0.619817, 0.60685
10157, -1, 0.60685
10158, -0.62205, 0.607304
10158, -1, 0.607304
10159, -0.624279, 0.607757
10159, -1, 0.607757
10160, -0.626503, 0.608211
10160, -1, 0.608211
10161, -0.628721, 0.608664
10161, -1, 0.608664
10162, -0.630934, 0.609118
10162, -1, 0.609118
10163, -0.633143, 0.609571
10163, -1, 0.609571
10164, -0.635346, 0.610025
10164, -1, 0.610025
10165, -0.637544, 0.610478
10165, -1, 0.610478
10166, -0.639737, 0.610932
10166, -1, 0.610932
10167, -0.641924, 0.611385
10167, -1, 0.611385
10168, -0.644107, 0.611839
10168, -1, 0.611839
10169, -0.646284, 0.612292
10169, -1, 0.612292
10170, -0.648456, 0.612746
10170, -1, 0.612746
10171, -0.650622, 0.613199
10171, -1, 0.613199
10172, -0.652784, 0.613653
10172, -1, 0.613653
10173, -0.65494, 0.614107
10173, -1, 0.614107
10174, -0.65709, 0.61456
10174, -1, 0.61456
10175, -0.659236, 0.615014
10175, -1, 0.615014
10176, -0.661376, 0.615467
10176, -1, 0.615467
10177, -0.663511, 0.615921
10177, -1, 0.615921
10178, -0.66564, 0.616374
10178, -1, 0.616374
10179, -0.667764, 0.616828
10179, -1, 0.616828
10180, -0.669882, 0.617281
10180, -1, 0.617281
10181, -0.671995, 0.617735
10181, -1, 0.617735
10182, -0.674103, 0.618188
10182, -1, 0.618188
10183, -0.676205, 0.618642
10183, -1, 0.618642
10184, -0.678302, 0.619095
10184, -1, 0.619095
10185, -0.680393, 0.619549
10185, -1, 0.619549
10186, -0.682478, 0.620002
10186, -1, 0.620002
10187, -0.684558, 0.620456
10187, -1, 0.620456
10188, -0.686633, 0.62091
10188, -1, 0.62091
10189, -0.688702, 0.621363
10189, -1, 0.621363
10190, -0.690765, 0.621817
10190, -1, 0.621817
10191, -0.692823, 0.62227
10191, -1, 0.62227
10192, -0.694875, 0.622724
10192, -1, 0.622724
10193, -0.696921, 0.623177
10193, -1, 0.623177
10194, -0.698962, 0.623631
10194, -1, 0.623631
10195, -0.700997, 0.624084
10195, -1, 0.624084
10196, -0.703026, 0.624538
10196, -1, 0.624538
10197, -0.70505, 0.624991
10197, -1, 0.624991
10198, -0.707068, 0.625445
10198, -1, 0.625445
10199, -0.70908, 0.625898
10199, -1, 0.625898
10200, -0.711087, 0.626352
10200, -1, 0.626352
10201, -0.713087, 0.626805
10201, -1, 0.626805
10202, -0.715082, 0.627259
10202, -1, 0.627259
10203, -0.717071, 0.627712
10203, -1, 0.627712
10204, -0.719055, 0.628166
10204, -1, 0.628166
10205, -0.721032, 0.62862
10205, -1, 0.62862
10206, -0.723004, 0.629073
10206, -1, 0.629073
10207, -0.72497, 0.629527
10207, -1, 0.629527
10208, -0.726929, 0.62998
10208, -1, 0.62998
10209, -0.728883, 0.630434
10209, -1, 0.630434
10210, -0.730831, 0.630887
10210, -1, 0.630887
10211, -0.732773, 0.631341
10211, -1, 0.631341
10212, -0.734709, 0.631794
10212, -1, 0.631794
10213, -0.73664, 0.632248
10213, -1, 0.632248
10214, -0.738564, 0.632701
10214, -1, 0.632701
10215, -0.740482, 0.633155
10215, -1, 0.633155
10216, -0.742394, 0.633608
10216, -1, 0.633608
10217, -0.7443, 0.634062
10217, -1, 0.634062
10218, -0.7462, 0.634515
10218, -1, 0.634515
10219, -0.748094, 0.634969
10219, -1, 0.634969
10220, -0.749982, 0.635423
10220, -1, 0.635423
10221, -0.751864, 0.635876
10221, -1, 0.635876
10222, -0.75374, 0.63633
10222, -1, 0.63633
10223, -0.755609, 0.636783
10223, -1, 0.636783
10224, -0.757473, 0.637237
10224, -1, 0.637237
10225, -0.75933, 0.63769
10225, -1, 0.63769
10226, -0.761181, 0.638144
10226, -1, 0.638144
10227, -0.763026, 0.638597
10227, -1, 0.638597
10228, -0.764865, 0.639051
10228, -1, 0.639051
10229, -0.766698, 0.639504
10229, -1, 0.639504
10230, -0.768524, 0.639958
10230, -1, 0.639958
10231, -0.770344, 0.640411
10231, -1, 0.640411
10232, -0.772158, 0.640865
10232, -1, 0.640865
10233, -0.773966, 0.641318
10233, -1, 0.641318
10234, -0.775767, 0.641772
10234, -1, 0.641772
10235, -0.777562, 0.642226
10235, -1, 0.642226
10236, -0.779351, 0.642679
10236, -1, 0.642679
10237, -0.781133, 0.643133
10237, -1, 0.643133
10238, -0.782909, 0.643586
10238, -1, 0.643586
10239, -0.784679, 0.64404
10239, -1, 0.64404
10240, -0.786442, 0.644493
10240, -1, 0.644493
10241, -0.788199, 0.644947
10241, -1, 0.644947
10242, -0.78995, 0.6454
10242, -1, 0.6454
10243, -0.791694, 0.645854
10243, -1, 0.645854
10244, -0.793431, 0.646307
10244, -1, 0.646307
10245, -0.795163, 0.646761
10245, -1, 0.646761
10246, -0.796887, 0.647214
10246, -1, 0.647214
10247, -0.798606, 0.647668
10247, -1, 0.647668
10248, -0.800318, 0.648121
10248, -1, 0.648121
10249, -0.802023, 0.648575
10249, -1, 0.648575
10250, -0.803722, 0.649028
10250, -1, 0.649028
10251, -0.805414, 0.649482
10251, -1, 0.649482
10252, -0.8071, 0.649936
10252, -1, 0.649936
10253, -0.808779, 0.650389
10253, -1, 0.650389
10254, -0.810452, 0.650843
10254, -1, 0.650843
10255, -0.812118, 0.651296
10255, -1, 0.651296
10256, -0.813777, 0.65175
10256, -1, 0.65175
10257, -0.81543, 0.652203
10257, -1, 0.652203
10258, -0.817076, 0.652657
10258, -1, 0.652657
10259, -0.818716, 0.65311
10259, -1, 0.65311
10260, -0.820349, 0.653564
10260, -1, 0.653564
10261, -0.821975, 0.654017
10261, -1, 0.654017
10262, -0.823594, 0.654471
10262, -1, 0.654471
10263, -0.825207, 0.654924
10263, -1, 0.654924
10264, -0.826813, 0.655378
10264, -1, 0.655378
10265, -0.828413, 0.655831
10265, -1, 0.655831
10266, -0.830006, 0.656285
10266, -1, 0.656285
10267, -0.831592, 0.656739
10267, -1, 0.656739
10268, -0.833171, 0.657192
10268, -1, 0.657192
10269, -0.834743, 0.657646
10269, -1, 0.657646
10270, -0.836309, 0.658099
10270, -1, 0.658099
10271, -0.837868, 0.658553
10271, -1, 0.658553
10272, -0.83942, 0.659006
10272, -1, 0.659006
10273, -0.840966, 0.65946
10273, -1, 0.65946
10274, -0.842504, 0.659913
10274, -1, 0.659913
10275, -0.844036, 0.660367
10275, -1, 0.660367
10276, -0.84556, 0.66082
10276, -1, 0.66082
10277, -0.847078, 0.661274
10277, -1, 0.661274
10278, -0.848589, 0.661727
10278, -1, 0.661727
10279, -0.850094, 0.662181
10279, -1, 0.662181
10280, -0.851591, 0.662634
10280, -1, 0.662634
10281, -0.853081, 0.663088
10281, -1, 0.663088
10282, -0.854565, 0.663541
10282, -1, 0.663541
10283, -0.856041, 0.663995
10283, -1, 0.663995
10284, -0.857511, 0.664449
10284, -1, 0.664449
10285, -0.858973, 0.664902
10285, -1, 0.664902
10286, -0.860429, 0.665356
10286, -1, 0.665356
10287, -0.861877, 0.665809
10287, -1, 0.665809
10288, -0.863319, 0.666263
10288, -1, 0.666263
10289, -0.864753, 0.666716
10289, -1, 0.666716
10290, -0.866181, 0.66717
10290, -1, 0.66717
10291, -0.867602, 0.667623
10291, -1, 0.667623
10292, -0.869015, 0.668077
10292, -1, 0.668077
10293, -0.870421, 0.66853
10293, -1, 0.66853
10294, -0.871821, 0.668984
10294, -1, 0.668984
10295, -0.873213, 0.669437
10295, -1, 0.669437
10296, -0.874598, 0.669891
10296, -1, 0.669891
10297, -0.875976, 0.670344
10297, -1, 0.670344
10298, -0.877347, 0.670798
10298, -1, 0.670798
10299, -0.878711, 0.671252
10299, -1, 0.671252
10300, -0.880068, 0.671705
10300, -1, 0.671705
10301, -0.881417, 0.672159
10301, -1, 0.672159
10302, -0.88276, 0.672612
10302, -1, 0.672612
10303, -0.884095, 0.673066
10303, -1, 0.673066
10304, -0.885423, 0.673519
10304, -1, 0.673519
10305, -0.886744, 0.673973
10305, -1, 0.673973
10306, -0.888058, 0.674426
10306, -1, 0.674426
10307, -0.889364, 0.67488
10307, -1, 0.67488
10308, -0.890663, 0.675333
10308, -1, 0.675333
10309, -0.891955, 0.675787
10309, -1, 0.675787
10310, -0.89324, 0.67624
10310, -1, 0.67624
10311, -0.894518, 0.676694
10311, -1, 0.676694
10312, -0.895788, 0.677147
10312, -1, 0.677147
10313, -0.897051, 0.677601
10313, -1, 0.677601
10314, -0.898307, 0.678055
10314, -1, 0.678055
10315, -0.899555, 0.678508
10315, -1, 0.678508
10316, -0.900796, 0.678962
10316, -1, 0.678962
10317, -0.90203, 0.679415
10317, -1, 0.679415
10318, -0.903256, 0.679869
10318, -1, 0.679869
10319, -0.904475, 0.680322
10319, -1, 0.680322
10320, -0.905687, 0.680776
10320, -1, 0.680776
10321, -0.906891, 0.681229
10321, -1, 0.681229
10322, -0.908089, 0.681683
10322, -1, 0.681683
10323, -0.909278, 0.682136
10323, -1, 0.682136
10324, -0.91046, 0.68259
10324, -1, 0.68259
10325, -0.911635, 0.683043
10325, -1, 0.683043
10326, -0.912803, 0.683497
10326, -1, 0.683497
10327, -0.913963, 0.68395
10327, -1, 0.68395
10328, -0.915116, 0.684404
10328, -1, 0.684404
10329, -0.916261, 0.684857
10329, -1, 0.684857
10330, -0.917399, 0.685311
10330, -1, 0.685311
10331, -0.918529, 0.685765
10331, -1, 0.685765
10332, -0.919652, 0.686218
10332, -1, 0.686218
10333, -0.920767, 0.686672
10333, -1, 0.686672
10334, -0.921875, 0.687125
10334, -1, 0.687125
10335, -0.922976, 0.687579
10335, -1, 0.687579
10336, -0.924069, 0.688032
10336, -1, 0.688032
10337, -0.925154, 0.688486
10337, -1, 0.688486
10338, -0.926232, 0.688939
10338, -1, 0.688939
10339, -0.927302, 0.689393
10339, -1, 0.689393
10340, -0.928365, 0.689846
10340, -1, 0.689846
10341, -0.929421, 0.6903
10341, -1, 0.6903
10342, -0.930468, 0.690753
10342, -1, 0.690753
10343, -0.931509, 0.691207
10343, -1, 0.691207
10344, -0.932541, 0.69166
10344, -1, 0.69166
10345, -0.933566, 0.692114
10345, -1, 0.692114
10346, -0.934584, 0.692568
10346, -1, 0.692568
10347, -0.935594, 0.693021
10347, -1, 0.693021
10348, -0.936596, 0.693475
10348, -1, 0.693475
10349, -0.937591, 0.693928
10349, -1, 0.693928
10350, -0.938578, 0.694382
10350, -1, 0.694382
10351, -0.939558, 0.694835
10351, -1, 0.694835
10352, -0.940529, 0.695289
10352, -1, 0.695289
10353, -0.941494, 0.695742
10353, -1, 0.695742
10354, -0.94245, 0.696196
10354, -1, 0.696196
10355, -0.943399, 0.696649
10355, -1, 0.696649
10356, -0.944341, 0.697103
10356, -1, 0.697103
10357, -0.945274, 0.697556
10357, -1, 0.697556
10358, -0.9462, 0.69801
10358, -1, 0.69801
10359, -0.947118, 0.698463
10359, -1, 0.698463
10360, -0.948029, 0.698917
10360, -1, 0.698917
10361, -0.948932, 0.699371
10361, -1, 0.699371
10362, -0.949827, 0.699824
10362, -1, 0.699824
10363, -0.950714, 0.700278
10363, -1, 0.700278
10364, -0.951594, 0.700731
10364, -1, 0.700731
10365, -0.952466, 0.701185
10365, -1, 0.701185
10366, -0.95333, 0.701638
10366, -1, 0.701638
10367, -0.954187, 0.702092
10367, -1, 0.702092
10368, -0.955036, 0.702545
10368, -1, 0.702545
10369, -0.955877, 0.702999
10369, -1, 0.702999
10370, -0.95671, 0.703452
10370, -1, 0.703452
10371, -0.957535, 0.703906
10371, -1, 0.703906
10372, -0.958353, 0.704359
10372, -1, 0.704359
10373, -0.959163, 0.704813
10373, -1, 0.704813
10374, -0.959965, 0.705266
10374, -1, 0.705266
10375, -0.960759, 0.70572
10375, -1, 0.70572
10376, -0.961546, 0.706173
10376, -1, 0.706173
10377, -0.962325, 0.706627
10377, -1, 0.706627
10378, -0.963096, 0.707081
10378, -1, 0.707081
10379, -0.963859, 0.707534
10379, -1, 0.707534
10380, -0.964614, 0.707988
10380, -1, 0.707988
10381, -0.965361, 0.708441
10381, -1, 0.708441
10382, -0.966101, 0.708895
10382, -1, 0.708895
10383, -0.966833, 0.709348
10383, -1, 0.709348
10384, -0.967557, 0.709802
10384, -1, 0.709802
10385, -0.968273, 0.710255
10385, -1, 0.710255
10386, -0.968981, 0.710709
10386, -1, 0.710709
10387, -0.969681, 0.711162
10387, -1, 0.711162
10388, -0.970374, 0.711616
10388, -1, 0.711616
10389, -0.971058, 0.712069
10389, -1, 0.712069
10390, -0.971735, 0.712523
10390, -1, 0.712523
10391, -0.972404, 0.712976
10391, -1, 0.712976
10392, -0.973064, 0.71343
10392, -1, 0.71343
10393, -0.973717, 0.713884
10393, -1, 0.713884
10394, -0.974362, 0.714337
10394, -1, 0.714337
10395, -0.975, 0.714791
10395, -1, 0.714791
10396, -0.975629, 0.715244
10396, -1, 0.715244
10397, -0.97625, 0.715698
10397, -1, 0.715698
10398, -0.976864, 0.716151
10398, -1, 0.716151
10399, -0.977469, 0.716605
10399, -1, 0.716605
10400, -0.978067, 0.717058
10400, -1, 0.717058
10401, -0.978656, 0.717512
10401, -1, 0.717512
10402, -0.979238, 0.717965
10402, -1, 0.717965
10403, -0.979811, 0.718419
10403, -1, 0.718419
10404, -0.980377, 0.718872
10404, -1, 0.718872
10405, -0.980935, 0.719326
10405, -1, 0.719326
10406, -0.981485, 0.719779
10406, -1, 0.719779
10407, -0.982027, 0.720233
10407, -1, 0.720233
10408, -0.98256, 0.720686
10408, -1, 0.720686
10409, -0.983086, 0.72114
10409, -1, 0.72114
10410, -0.983604, 0.721594
10410, -1, 0.721594
10411, -0.984114, 0.722047
10411, -1, 0.722047
10412, -0.984616, 0.722501
10412, -1, 0.722501
10413, -0.98511, 0.722954
10413, -1, 0.722954
10414, -0.985596, 0.723408
10414, -1, 0.723408
10415, -0.986074, 0.723861
10415, -1, 0.723861
10416, -0.986544, 0.724315
10416, -1, 0.724315
10417, -0.987006, 0.724768
10417, -1, 0.724768
10418, -0.98746, 0.725222
10418, -1, 0.725222
10419, -0.987905, 0.725675
10419, -1, 0.725675
10420, -0.988343, 0.726129
10420, -1, 0.726129
10421, -0.988773, 0.726582
10421, -1, 0.726582
10422, -0.989195, 0.727036
10422, -1, 0.727036
10423, -0.989609, 0.727489
10423, -1, 0.727489
10424, -0.990014, 0.727943
10424, -1, 0.727943
10425, -0.990412, 0.728397
10425, -1, 0.728397
10426, -0.990802, 0.72885
10426, -1, 0.72885
10427, -0.991183, 0.729304
10427, -1, 0.729304
10428, -0.991557, 0.729757
10428, -1, 0.729757
10429, -0.991922, 0.730211
10429, -1, 0.730211
10430, -0.99228, 0.730664
10430, -1, 0.730664
10431, -0.992629, 0.731118
10431, -1, 0.731118
10432, -0.99297, 0.731571
10432, -1, 0.731571
10433, -0.993304, 0.732025
10433, -1, 0.732025
10434, -0.993629, 0.732478
10434, -1, 0.732478
10435, -0.993946, 0.732932
10435, -1, 0.732932
10436, -0.994255, 0.733385
10436, -1, 0.733385
10437, -0.994556, 0.733839
10437, -1, 0.733839
10438, -0.994849, 0.734292
10438, -1, 0.734292
10439, -0.995134, 0.734746
10439, -1, 0.734746
10440, -0.995411, 0.7352
10440, -1, 0.7352
10441, -0.995679, 0.735653
10441, -1, 0.735653
10442, -0.99594, 0.736107
10442, -1, 0.736107
10443, -0.996192, 0.73656
10443, -1, 0.73656
10444, -0.996437, 0.737014
10444, -1, 0.737014
10445, -0.996673, 0.737467
10445, -1, 0.737467
10446, -0.996901, 0.737921
10446, -1, 0.737921
10447, -0.997121, 0.738374
10447, -1, 0.738374
10448, -0.997333, 0.738828
10448, -1, 0.738828
10449, -0.997537, 0.739281
10449, -1, 0.739281
10450, -0.997733, 0.739735
10450, -1, 0.739735
10451, -0.997921, 0.740188
10451, -1, 0.740188
10452, -0.9981, 0.740642
10452, -1, 0.740642
10453, -0.998272, 0.741095
10453, -1, 0.741095
10454, -0.998435, 0.741549
10454, -1, 0.741549
10455, -0.998591, 0.742002
10455, -1, 0.742002
10456, -0.998738, 0.742456
10456, -1, 0.742456
10457, -0.998877, 0.74291
10457, -1, 0.74291
10458, -0.999008, 0.743363
10458, -1, 0.743363
10459, -0.999131, 0.743817
10459, -1, 0.743817
10460, -0.999245, 0.74427
10460, -1, 0.74427
10461, -0.999352, 0.744724
10461, -1, 0.744724
10462, -0.999451, 0.745177
10462, -1, 0.745177
10463, -0.999541, 0.745631
10463, -1, 0.745631
10464, -0.999623, 0.746084
10464, -1, 0.746084
10465, -0.999697, 0.746538
10465, -1, 0.746538
10466, -0.999763, 0.746991
10466, -1, 0.746991
10467, -0.999821, 0.747445
10467, -1, 0.747445
10468, -0.999871, 0.747898
10468, -1, 0.747898
10469, -0.999913, 0.748352
10469, -1, 0.748352
10470, -0.999946, 0.748805
10470, -1, 0.748805
10471, -0.999972, 0.749259
10471, -1, 0.749259
10472, -0.999989, 0.749713
10472, -1, 0.749713
10473, -0.999998, 0.750166
10473, -1, 0.750166
10474, -0.999999, 0.75062
10474, -1, 0.75062
10475, -0.999992, 0.751073
10475, -1, 0.751073
10476, -0.999977, 0.751527
10476, -1, 0.751527
10477, -0.999954, 0.75198
10477, -1, 0.75198
10478, -0.999923, 0.752434
10478, -1, 0.752434
10479, -0.999883, 0.752887
10479, -1, 0.752887
10480, -0.999835, 0.753341
10480, -1, 0.753341
10481, -0.99978, 0.753794
10481, -1, 0.753794
10482, -0.999716, 0.754248
10482, -1, 0.754248
10483, -0.999644, 0.754701
10483, -1, 0.754701
10484, -0.999564, 0.755155
10484, -1, 0.755155
10485, -0.999476, 0.755608
10485, -1, 0.755608
10486, -0.999379, 0.756062
10486, -1, 0.756062
10487, -0.999275, 0.756516
10487, -1, 0.756516
10488, -0.999162, 0.756969
10488, -1, 0.756969
10489, -0.999041, 0.757423
10489, -1, 0.757423
10490, -0.998913, 0.757876
10490, -1, 0.757876
10491, -0.998776, 0.75833
10491, -1, 0.75833
10492, -0.998631, 0.758783
10492, -1, 0.758783
10493, -0.998478, 0.759237
10493, -1, 0.759237
10494, -0.998316, 0.75969
10494, -1, 0.75969
10495, -0.998147, 0.760144
10495, -1, 0.760144
10496, -0.99797, 0.760597
10496, -1, 0.760597
10497, -0.997784, 0.761051
10497, -1, 0.761051
10498, -0.99759, 0.761504
10498, -1, 0.761504
10499, -0.997389, 0.761958
10499, -1, 0.761958
10500, -0.997179, 0.762411
10500, -1, 0.762411
10501, -0.996961, 0.762865
10501, -1, 0.762865
10502, -0.996735, 0.763318
10502, -1, 0.763318
10503, -0.996501, 0.763772
10503, -1, 0.763772
10504, -0.996258, 0.764226
10504, -1, 0.764226
10505, -0.996008, 0.764679
10505, -1, 0.764679
10506, -0.99575, 0.765133
10506, -1, 0.765133
10507, -0.995483, 0.765586
10507, -1, 0.765586
10508, -0.995209, 0.76604
10508, -1, 0.76604
10509, -0.994926, 0.766493
10509, -1, 0.766493
10510, -0.994635, 0.766947
10510, -1, 0.766947
10511, -0.994336, 0.7674
10511, -1, 0.7674
10512, -0.99403, 0.767854
10512, -1, 0.767854
10513, -0.993715, 0.768307
10513, -1, 0.768307
10514, -0.993392, 0.768761
10514, -1, 0.768761
10515, -0.99306, 0.769214
10515, -1, 0.769214
10516, -0.992721, 0.769668
10516, -1, 0.769668
10517, -0.992374, 0.770121
10517, -1, 0.770121
10518, -0.992019, 0.770575
10518, -1, 0.770575
10519, -0.991655, 0.771029
10519, -1, 0.771029
10520, -0.991284, 0.771482
10520, -1, 0.771482
10521, -0.990905, 0.771936
10521, -1, 0.771936
10522, -0.990517, 0.772389
10522, -1, 0.772389
10523, -0.990122, 0.772843
10523, -1, 0.772843
10524, -0.989718, 0.773296
10524, -1, 0.773296
10525, -0.989306, 0.77375
10525, -1, 0.77375
10526, -0.988887, 0.774203
10526, -1, 0.774203
10527, -0.988459, 0.774657
10527, -1, 0.774657
10528, -0.988023, 0.77511
10528, -1, 0.77511
10529, -0.98758, 0.775564
10529, -1, 0.775564
10530, -0.987128, 0.776017
10530, -1, 0.776017
10531, -0.986668, 0.776471
10531, -1, 0.776471
10532, -0.9862, 0.776924
10532, -1, 0.776924
10533, -0.985725, 0.777378
10533, -1, 0.777378
10534, -0.985241, 0.777831
10534, -1, 0.777831
10535, -0.984749, 0.778285
10535, -1, 0.778285
10536, -0.984249, 0.778739
10536, -1, 0.778739
